name	rarity	spawnable	completed	uniqueonly	mindam	maxdam	2handmindam	2handmaxdam	rangeadder	StrBonus	DexBonus	speed	weaponspeedenum	minmisdam	maxmisdam	misspeed	basespeed	modspeed	dam/frame	reqstr	reqdex	durability	nodurability	level	cost	replenish	code	alternateGfx	OpenBetaGfx	ubercode	wclass	2handedwclass	group	weapongroupenum	1or2handed	spelloffset	hit class	2Handed	throwable	stackable	minstack	maxstack	class	reload	range	component	bodyLoc1	bodyLoc2	invwidth	invheight	hasinv	gemsockets	flippyfile	invfile	uniqueinvfile	special	useable	type	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	damvsundead	damvsdemon	damvslarge	damvssmall	damvsflying	tohitvsundead	tohitvsdemon	tohitvslarge	tohitvssmall	tohitvsflying	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Amazon	Paladin	Barbarian	Necromancer	Sorceress	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Claymore	2	1	1	0	5	12	13	30	2	1	0	10	4				9	18	0.447368421	47	0	50	0	17	1262		clm	clm	clm	9cm	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0	barbarian			5	4	5	1	4	1	3	flpclm	invclm			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Giant Sword	2	1	0	0	3	16	9	28	2	1	0	0	4				9	9	1.055555556	56	34	50	0	21	1459		gis	gsd	clm	9gs	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0	barbarian			5	4	5	1	4	1	3	flpgis	invgis	invgisu		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Bastard Sword	1	1	1	0	6	18	20	28	1	1	0	10	4				9	18	0.631578947	62	0	40	0	24	1971		bsw	clm	clm	9b9	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	1	4	1	3	flpbsw	invbsw	invbswu		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Flamberge	3	1	1	0	9	15	13	26	2	1	0	-10	2				9	0	-12	70	49	50	0	27	2400		flb	clm	clm	9fb	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	2	4	1	3	flpflb	invflb			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Great Sword	4	1	1	0	12	18	25	42	2	1	0	10	4				9	18	0.789473684	100	60	50	0	33	3451		gsd	gsd	clm	9gd	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	2	4	1	3	flpgsd	invgsd	invgsdu		0	30	16	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Dagger	1	1	1	0	1	4	1	4	0	1	0	-20	1				8	-8	-0.208333333	0	0	16	0	3	60		dgr	dgr	dgr	9dg	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	2	1	1	flpdgr	invdgr			0	32	27	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	1	1	1	1	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Dirk	1	1	1	0	3	7	3	7	0	1	0	0	3				8	8	0.625	0	25	20	0	9	532		dir	dir	dgr	9di	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	2	1	1	flpdir	invdir			0	32	27	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Kriss	3	1	1	0	2	9	2	9	0	1	0	-20	0				8	-8	-0.458333333	0	45	24	0	17	1227		kri	dir	dgr	9kr	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	3	1	2	flpkrs	invkrs	invkrsu		0	32	29	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	255	0	0	0	1	1			0	0	0	0	0	1	2	0	0	0
Blade	3	1	0	0	4	12	4	12	0	1	0	-10	0				8	0	-4	35	51	24	0	23	1764		bld	dgr	dgr	9bl	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	3	1	1	flpbld	invbld			0	32	29	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1			0	0	0	0	0	1	2	0	0	0
Throwing Knife	1	1	1	0	2	3	2	3	0	1	0	0	3	4	9	0	8	8	0.3125	0	21	12	1	2	6		tkf	dgr	dgr	9tk	1ht	1ht	dagger	3	0	0	6	0	1	1	40	75			1.25*d*d	5	4	5	1	2	0	0	flptkn	invtkn		primarily thrown	0	42	27	0	0	5	0	0	0	0	36	7	4	66	100	100	100	100	0	0	15	-15	0	0	3	1	2	0	0	255	1	2	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	2	2	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Throwing Axe	1	1	1	0	4	7	4	7	0	1	0	10	4	8	12	0	7	14	0.323529412	0	40	20	1	7	22		tax	hax	hax	9ta	1hs	1hs	1haxe	1	0	0	3	0	1	1	16	32			1.5*d*d	5	4	5	1	2	0	0	flptax	invtax		primarily thrown	0	43	27	0	0	5	0	0	0	0	35	7	5	100	150	100	100	100	0	0	15	-15	0	0	3	1	1	0	0	255	1	2	0	0	1	0	0	0	0	255	1	2	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	2	2	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Balanced Knife	1	1	0	0	1	8	5	8	0	1	0	-20	3	6	11	0	8	-8	-0.375	0	51	12	1	13	30		bkf	dgr	dgr	9bk	1ht	1ht	dagger	3	0	0	6	0	1	1	30	60			1.25*d*d	5	4	5	1	2	0	0	flpbkf	invbkf		primarily thrown	0	42	27	0	0	5	0	0	0	0	36	7	4	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	0	0	1	2	3	0	0	1	1	2	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Balanced Axe	2	1	1	0	5	10	5	10	0	1	0	-10	2	12	15	0	7	0	-2.5	0	57	20	1	16	51		bal	hax	hax	9b8	1hs	1hs	1haxe	1	0	0	3	0	1	1	16	24			d*d	5	4	5	2	3	0	0	flpbal	invbal		primarily thrown	0	43	29	0	0	5	0	0	0	0	35	7	0	100	150	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	2	3	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	0	0	1	2	3	0	0	1	0	0	0	0	255	1	1	0	0	255			0	0	0	0	0	2	2	0	0	0
Javelin	1	1	1	0	1	5	1	5	2	1	0	-10	2	6	14	0	8	0	-1.5	0	0	14	1	1	12		jav	jav	jav	9ja	1ht	1ht	javelin	5	0	0	6	0	1	1	30	60	amazon		d*d	5	4	5	1	3	0	0	flpjav	invjav		primarily thrown	0	33	14	0	0	5	0	0	0	0	1	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	2	3	0	0	255	1	2	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	1	2	0	0	1	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255			0	0	0	0	0	5	8	0	0	0
Pilum	1	1	1	0	4	9	4	9	2	1	0	0	3	7	20	0	8	8	0.8125	0	45	20	1	10	24		pil	pil	jav	9pi	1ht	1ht	javelin	5	0	0	6	0	1	1	25	50			d*d	5	4	5	1	3	0	0	flppil	invpil		primarily thrown	0	33	29	0	0	5	0	0	0	0	371	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	1	1	0	0	1	0	0	0	0	255	0	1	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	1	2	0	0	1	1	1	0	0	255	1	1	0	0	255	0	0	0	0	255	1	1	0	0	255			0	0	0	0	0	5	8	0	0	0
Short Spear	1	1	0	0	2	13	2	13	2	1	0	10	3	14	25	0	8	16	0.416666667	40	40	20	1	15	42		ssp	jav	jav	9s9	1ht	1ht	javelin	5	0	0	6	0	1	1	20	40			d*d	5	4	5	1	3	0	0	flpssp	invssp		primarily thrown	0	33	29	0	0	5	0	0	0	0	1	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	2	0	0	255	0	0	0	0	255	1	1	0	0	255			0	0	0	0	0	5	8	0	0	0
Glaive	1	1	1	0	5	17	5	17	2	1	0	20	5	2	10	0	8	24	0.392857143	52	35	20	1	23	66		glv	glv	jav	9gl	1ht	1ht	javelin	5	0	0	6	0	1	1	8	20			d*d	5	4	5	1	4	0	0	flpglv	invglv		primarily thrown	0	33	29	0	0	5	0	0	0	0	37	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	1	2	0	0	255	0	0	0	0	255	1	1	0	0	255			0	0	0	0	0	1	2	0	0	0
Throwing Spear	1	1	0	0	5	15	5	15	2	1	0	-10	5	8	28	0	8	0	-5	0	65	20	1	29	98		tsp	pil	jav	9ts	1ht	1ht	javelin	5	0	0	6	0	1	1	32	80			d*d	5	4	5	1	4	0	0	flptsp	invtsp		primarily thrown	0	33	29	0	0	5	0	0	0	0	371	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255			0	0	0	0	0	1	2	0	0	0
Spear	1	1	1	0	3	15	3	15	3	1	0	-10	1				9	0	-9	0	0	30	0	5	300		spr	spr	spr	9sr	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flpspr	invspr		2 square reach	0	33	28	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Trident	1	1	1	0	9	15	9	15	3	1	0	0	3				9	9	1.333333333	38	0	35	0	9	683		tri	tri	spr	9tr	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flptri	invtri	invtriu	2 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Brandistock	1	1	1	0	7	17	7	17	4	1	0	-20	0				9	-9	-1.090909091	40	50	28	0	16	1162		brn	brn	spr	9br	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flpbrn	invbrn		2 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	150	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Spetum	1	1	1	0	15	21	15	21	4	1	0	0	0				9	9	2	54	0	28	0	20	1672		spt	tri	spr	9st	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flpspt	invspt		2 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	150	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Pike	1	1	1	0	14	63	14	63	4	1	0	20	6				9	27	1.327586207	60	45	25	0	24	2023		pik	pik	spr	9pi	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flppik	invpik		3 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	150	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	1	0	0	255	1	1	1	1	1	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Bardiche	1	1	1	0	1	25	1	27	2	1	0	10	4				9	18	0.684210526	40	0	50	0	5	302		bar	hal	hal	9b7	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpbar	invbar		2 square reach	0	34	28	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	1	1	1	1	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Voulge	1	1	0	0	6	20	6	20	2	1	0	0	4				9	9	1.444444444	50	0	50	0	11	611		vou	pax	hal	9vo	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpvou	invvou		2 square reach	0	34	28	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Scythe	4	1	0	0	8	20	8	20	0	1	0	-10	2				9	0	-14	41	41	65	0	15	848		scy	scy	hal	9s8	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpscy	invscy	invscyu	2 square reach	0	34	28	1	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	1	255	0	0	0	1	1	0	0	0	0	255	0	0	0	1	1	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1			0	0	0	0	0	2	2	0	0	0
Poleaxe	1	1	1	0	18	30	18	30	3	1	0	10	4				9	18	1.263157895	62	0	65	0	21	1701		pax	pax	hal	9pa	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flppax	invpax		2 square reach	0	34	28	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	1	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Halberd	3	1	1	0	12	35	12	40	4	1	0	0	3				9	9	2.611111111	75	47	55	0	29	2706		hal	hal	hal	9h9	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flphal	invhal		2 square reach	0	34	16	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
War Scythe	3	1	0	0	15	32	15	32	4	1	0	-10	3				9	0	-23.5	80	80	55	0	34	3388		wsc	scy	hal	9wc	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpwsc	invwsc		2 square reach	0	34	16	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Short Staff	1	1	1	0	1	5	1	5	1	1	0	-10	2				9	0	-3	0	0	20	0	1	168		sst	bst	bst	8ss	stf	stf	staff	8	0	0	8	1	0	0	0	0				5	4	5	1	3	1	2	flpsst	invsst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	5	9	5	9	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	1			0	0	0	0	0	5	8	0	0	0
Long Staff	1	1	1	0	2	8	2	8	1	1	0	0	3				9	9	0.555555556	0	0	30	0	8	463		lst	sst	bst	8ls	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	1	4	1	3	flplst	invlst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	2	3	1	2	1	0	0	0	0	255	0	0	0	0	255	1	2	0	2	1	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	1			0	0	0	0	0	5	8	0	0	0
Gnarled Staff	2	1	1	0	4	12	4	12	1	1	0	10	4				9	18	0.421052632	0	0	35	0	12	766		cst	cst	bst	8cs	stf	stf	staff	8	0	0	9	1	0	0	0	0	sorceress			5	4	5	1	4	1	3	flpcst	invcst	invcstu	magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	3	5	5	9	1	0	0	0	0	255	0	0	0	0	255	2	3	2	5	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	1			0	0	0	0	0	5	8	0	0	0
Battle Staff	2	1	1	0	6	13	6	13	1	1	0	0	3				9	9	1.055555556	0	0	40	0	17	1223		bst	sst	bst	8bs	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	1	4	1	3	flpbst	invbst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	3	1	3	1	0	0	0	0	255	0	0	0	0	255	2	3	2	5	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	2	3	0	3	1			0	0	0	0	0	5	8	0	0	0
War Staff	3	1	1	0	12	28	12	28	1	1	0	20	5				9	27	0.689655172	0	0	50	0	24	1985		wst	lst	bst	8ws	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	2	4	1	3	flpwst	invwst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	1	2	0	1	1			0	0	0	0	0	5	8	0	0	0
Short Bow	1	1	1	0	1	4	1	4	0	0	1	5	3	1	4		14	21	0.178571429	0	15	20	1	1	100	1	sbw	sbw	sbw	8sb	bow	bow	bow	7	0	0	10	1	0	0	0	0			d*d	6	4	5	2	3	1	3	flpsbw	invsbw			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Hunter's Bow	1	1	1	0	2	7	2	6	0	0	1	-10	2	2	6		14	0	0.285714286	0	28	32	1	5	350	1	hbw	sbw	sbw	8hb	bow	bow	bow	7	0	0	10	1	0	0	0	0			.9*d*d	6	4	5	2	3	1	3	flphbw	invhbw			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Long Bow	1	1	1	0	3	10	3	10	0	0	1	0	4	3	10		14	14	0.464285714	22	19	28	1	8	490	1	lbw	lbw	sbw	8lb	bow	bow	bow	7	0	0	10	1	0	0	0	0			d*d	6	4	5	2	4	1	3	flplbw	invlbw			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
