Handle	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
ESOUND_CORRUPT_ATTACK_6	567	monster\corrupt\attack6.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_HIT_1	568	monster\corrupt\gethit1.wav	200	6	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_HIT_2	569	monster\corrupt\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_HIT_3	570	monster\corrupt\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_HIT_4	571	monster\corrupt\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_HIT_5	572	monster\corrupt\gethit5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_HIT_6	573	monster\corrupt\gethit6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_DEATH_1	574	monster\corrupt\die1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_DEATH_2	575	monster\corrupt\die3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_DEATH_3	576	monster\corrupt\die4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_DEATH_4	577	monster\corrupt\die5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_DEATH_5	578	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_NEUTRAL_1	579	monster\corrupt\neutral1.wav	0	6	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_NEUTRAL_2	580	monster\corrupt\neutral2.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_NEUTRAL_3	581	monster\corrupt\neutral3.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_NEUTRAL_4	582	monster\corrupt\neutral4.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_NEUTRAL_5	583	monster\corrupt\neutral5.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_CORRUPT_NEUTRAL_6	584	monster\corrupt\neutral6.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_ATTACK_1	585	monster\countess\attack1.wav	255	5	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_ATTACK_2	586	monster\countess\attack2.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_ATTACK_3	587	monster\countess\attack3.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_ATTACK_4	588	monster\countess\attack4.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_ATTACK_5	589	monster\countess\attack5.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_HIT_1	590	monster\countess\gethit1.wav	255	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_HIT_2	591	monster\countess\gethit2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_HIT_3	592	monster\countess\gethit3.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_HIT_4	593	monster\countess\gethit4.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_HIT_5	594	monster\countess\gethit5.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_DEATH	595	monster\countess\death.wav	255	0	0	0	0	1	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_COUNTESS_MIST_LOOP	596	monster\countess\mistloop.wav	200	0	1	8	8	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DARKWANDERER_DEATH	597	monster\darkwanderer\death.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_ATTACK_1	598	monster\diablo\attack1.wav	255	6	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_ATTACK_2	599	monster\diablo\attack2.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_ATTACK_3	600	monster\diablo\attack3.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_ATTACK_4	601	monster\diablo\attack4.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_ATTACK_5	602	monster\diablo\attack5.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_ATTACK_6	603	monster\diablo\attack6.wav	255	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_HIT_1	604	monster\diablo\gethit1.wav	255	6	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_HIT_2	605	monster\diablo\gethit2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_HIT_3	606	monster\diablo\gethit3.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_HIT_4	607	monster\diablo\gethit4.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_HIT_5	608	monster\diablo\gethit5.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_HIT_6	609	monster\diablo\gethit6.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_DEATH	610	monster\diablo\death.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_DEATH_SCHWING	611	monster\diablo\deathschwing.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_DEATH_HIT	612	monster\diablo\deathhit.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_NEUTRAL_1	613	none.wav	0	6	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_NEUTRAL_2	614	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_NEUTRAL_3	615	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_NEUTRAL_4	616	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_NEUTRAL_5	617	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_NEUTRAL_6	618	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_BONEPRISON_CAST	619	monster\diablo\castbone.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_BONEPRISON_RISE	620	monster\diabloboneprison\rise.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_BONEPRISON_DEATH_1	621	monster\diabloboneprison\death1.wav	255	3	0	0	0	1	0	0	1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_BONEPRISON_DEATH_2	622	monster\diabloboneprison\death2.wav	255	0	0	0	0	1	0	0	1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_BONEPRISON_DEATH_3	623	monster\diabloboneprison\death3.wav	255	0	0	0	0	1	0	0	1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_COLD_CAST	624	monster\diablo\castcold.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_FIRE_CAST	625	monster\diablo\castfire.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_FIRECIRCLE	626	monster\andariel\fireloop.wav	255	0	1	6	6	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_FIREWALL	627	monster\andariel\fireloop.wav	255	0	1	6	6	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_LASER_CAST	628	monster\diablo\castlazer.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_LASER	629	monster\diablo\lazer.wav	205	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_RUN	630	monster\diablo\yell.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DIABLO_YELL	631	monster\diablo\yell.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DROGNAN_READ_SCROLL	632	monster\npc\drognanreadscroll.wav	255	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_1	633	monster\duriel\attack1.wav	200	5	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_2	634	monster\duriel\attack2.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_3	635	monster\duriel\attack3.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_4	636	monster\duriel\attack4.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_ATTACK_5	637	monster\duriel\attack5.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_1	638	monster\duriel\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_2	639	monster\duriel\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_3	640	monster\duriel\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_HIT_4	641	monster\duriel\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_DEATH	642	monster\duriel\death1.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_1	643	ambient\footstep\hoof1.wav	255	4	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_2	644	ambient\footstep\hoof2.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_3	645	ambient\footstep\hoof3.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_DURIEL_WALK_4	646	ambient\footstep\hoof4.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_1	647	monster\fallen\roar1.wav	200	5	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_2	648	monster\fallen\roar3.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_3	649	monster\fallen\roar5.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_4	650	monster\fallen\roar6.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_ATTACK_5	651	monster\fallen\roar7.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_1	652	monster\fallen\gethit1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_2	653	monster\fallen\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_3	654	monster\fallen\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_4	655	monster\fallen\gethit6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_HIT_5	656	monster\fallen\gethit7.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_1	657	monster\fallen\death1.wav	200	7	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_2	658	monster\fallen\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_3	659	monster\fallen\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_4	660	monster\fallen\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_5	661	monster\fallen\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_6	662	monster\fallen\death6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_DEATH_7	663	monster\fallen\death7.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_1	664	monster\fallen\neutral1.wav	184	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_2	665	monster\fallen\neutral2.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_3	666	monster\fallen\neutral3.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_4	667	monster\fallen\neutral4.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_5	668	monster\fallen\neutral5.wav	184	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_NEUTRAL_6	669	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_1	670	monster\fallen\warcry1.wav	184	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_2	671	monster\fallen\warcry2.wav	184	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_3	672	monster\fallen\warcry3.wav	184	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_WARCRY_4	673	monster\fallen\warcry4.wav	184	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_1	674	monster\fallen\flee1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_2	675	monster\fallen\flee2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_3	676	monster\fallen\flee3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_4	677	monster\fallen\flee4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLEN_FLEE_5	678	monster\fallen\flee5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_ATTACK_1	679	monster\fallenshaman\roar1.wav	200	4	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_ATTACK_2	680	monster\fallenshaman\roar2.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_ATTACK_3	681	monster\fallenshaman\roar3.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_ATTACK_4	682	monster\fallenshaman\roar6.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_HIT_1	683	monster\fallenshaman\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_HIT_2	684	monster\fallenshaman\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_HIT_3	685	monster\fallenshaman\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_HIT_4	686	monster\fallenshaman\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_DEATH_1	687	monster\fallenshaman\death1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_DEATH_2	688	monster\fallenshaman\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_DEATH_3	689	monster\fallenshaman\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_DEATH_4	690	monster\fallenshaman\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_NEUTRAL_1	691	monster\fallenshaman\neutral1.wav	200	4	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_NEUTRAL_2	692	monster\fallenshaman\neutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_NEUTRAL_3	693	monster\fallenshaman\neutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_NEUTRAL_4	694	monster\fallenshaman\neutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_RESURRECT_CAST	695	monster\fallenshaman\resurrectcast.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FALLENSHAMAN_RESURRECT	696	monster\fallenshaman\resurrect.wav	128	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FARA_HAMMER	697	monster\npc\faratosshammer.wav	255	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_ATTACK_1	698	monster\fingermage\attack1.wav	200	4	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_ATTACK_2	699	monster\fingermage\attack2.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_ATTACK_3	700	monster\fingermage\attack3.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_ATTACK_4	701	monster\fingermage\attack4.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_HIT_1	702	monster\fingermage\gethit1.wav	200	4	0	0	4	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_HIT_2	703	monster\fingermage\gethit2.wav	200	0	0	0	4	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_HIT_3	704	monster\fingermage\gethit3.wav	200	0	0	0	4	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_HIT_4	705	monster\fingermage\gethit4.wav	200	0	0	0	4	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_DEATH_1	706	monster\fingermage\death1.wav	200	4	0	0	4	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_DEATH_2	707	monster\fingermage\death2.wav	200	0	0	0	4	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_DEATH_3	708	monster\fingermage\death3.wav	200	0	0	0	4	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_DEATH_4	709	monster\fingermage\death4.wav	200	0	0	0	4	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_CAST_1	710	monster\fingermage\cast1.wav	200	4	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_CAST_2	711	monster\fingermage\cast2.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_CAST_3	712	monster\fingermage\cast3.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_CAST_4	713	monster\fingermage\cast4.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT	714	monster\fingermage\fingerbolt.wav	200	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	14427	-1	-1
ESOUND_FINGERMAGE_BOLT_IMPACT_1	715	monster\fingermage\zap1.wav	200	4	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_IMPACT_2	716	monster\fingermage\zap2.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_IMPACT_3	717	monster\fingermage\zap3.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_BOLT_IMPACT_4	718	monster\fingermage\zap4.wav	200	0	0	0	4	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FINGERMAGE_LOOP	719	monster\fingermage\loop.wav	128	0	1	2	2	1	0	0	1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_ATTACK_1	720	monster\frogdemon\attack1.wav	200	6	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_ATTACK_2	721	monster\frogdemon\attack2.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_ATTACK_3	722	monster\frogdemon\attack3.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_ATTACK_4	723	monster\frogdemon\attack4.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_ATTACK_5	724	monster\frogdemon\attack5.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_ATTACK_6	725	monster\frogdemon\attack6.wav	200	0	0	0	0	0	1	0	4	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_HIT_1	726	monster\frogdemon\gethit1.wav	200	6	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_HIT_2	727	monster\frogdemon\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_HIT_3	728	monster\frogdemon\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_FROGDEMON_HIT_4	729	monster\frogdemon\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
